車牌,狀態代碼,行車速度,車頭方向,東經,北緯,日期時間,累積里程數,路段速限,局號
abc-1160,90,3,25,120.7933,23.6763,2018/3/16 下午 12:46:15,22,60,540023
abc-1160,90,1,16,120.7935,23.6764,2018/3/16 下午 12:46:45,24,60,540023
abc-1160,90,0,22,120.7938,23.6777,2018/3/16 下午 12:47:46,45,50,540023
abc-1160,90,0,22,120.7938,23.6777,2018/3/16 下午 12:48:16,0,50,540023
abc-1160,90,0,156,120.7829,23.6927,2018/3/16 下午 12:53:46,38,50,540023
abc-1160,90,0,156,120.7829,23.6927,2018/3/16 下午 12:54:16,0,50,540023
abc-1160,90,0,156,120.7829,23.6927,2018/3/16 下午 12:54:46,0,50,540023
abc-1160,90,0,156,120.7829,23.6927,2018/3/16 下午 12:55:16,0,50,540023
abc-1160,90,0,156,120.7829,23.6927,2018/3/16 下午 12:55:45,0,50,540023
abc-1160,90,0,300,120.7609,23.736,2018/3/16 下午 01:05:46,106,60,540023
abc-1160,90,0,300,120.7609,23.736,2018/3/16 下午 01:06:16,0,60,540023
abc-1160,90,0,300,120.7609,23.7359,2018/3/16 下午 01:06:46,11,60,540023
abc-1160,90,0,306,120.7606,23.7363,2018/3/16 下午 01:07:16,55,60,540023
abc-1160,90,0,307,120.7573,23.7261,2018/3/16 下午 01:10:17,10,60,540023
abc-1160,90,0,80,120.7572,23.7266,2018/3/16 下午 01:11:47,30,50,540023
abc-1160,90,0,80,120.7572,23.7266,2018/3/16 下午 01:12:17,0,50,540023
abc-1160,90,0,80,120.7572,23.7266,2018/3/16 下午 01:12:47,0,50,540023
abc-1160,90,0,80,120.7572,23.7266,2018/3/16 下午 01:13:17,0,50,540023
abc-1160,90,0,80,120.7572,23.7266,2018/3/16 下午 01:13:47,0,50,540023
abc-1160,90,3,220,120.7572,23.7266,2018/3/16 下午 01:14:17,0,50,540023
abc-1160,90,0,307,120.7567,23.7244,2018/3/16 下午 01:17:17,30,50,540023
abc-1160,90,0,307,120.7567,23.7244,2018/3/16 下午 01:17:47,0,50,540023
abc-1160,90,0,307,120.7566,23.7243,2018/3/16 下午 01:18:17,16,50,540023
abc-1160,90,0,78,120.7571,23.7255,2018/3/16 下午 01:20:18,45,60,540023
abc-1160,90,0,78,120.7571,23.7255,2018/3/16 下午 01:20:48,0,60,540023
abc-1160,90,0,78,120.757,23.7255,2018/3/16 下午 01:21:18,10,60,540023
abc-1160,90,1,337,120.7509,23.749,2018/3/16 下午 01:26:48,70,60,540023
abc-1160,90,0,328,120.7489,23.7513,2018/3/16 下午 01:27:48,11,60,540023
abc-1160,90,0,328,120.7489,23.7513,2018/3/16 下午 01:28:18,0,60,540023
abc-1160,90,0,163,120.7534,23.7466,2018/3/16 下午 01:30:49,15,60,540023
abc-1160,90,0,271,120.7534,23.7462,2018/3/16 下午 01:31:19,45,60,540023
abc-1160,90,0,271,120.7535,23.7462,2018/3/16 下午 01:31:49,10,60,540023
abc-1160,90,0,271,120.7535,23.7462,2018/3/16 下午 01:32:19,0,60,540023
abc-1160,91,0,162,120.7535,23.7459,2018/3/16 下午 03:48:58,104,50,540023
abc-1160,90,0,162,120.7535,23.7459,2018/3/16 下午 03:49:05,0,50,540023
abc-1160,90,0,162,120.7535,23.7459,2018/3/16 下午 03:49:35,,50,540023
abc-1160,90,3,327,120.7563,23.7413,2018/3/16 下午 03:51:35,68,50,540023
abc-1160,90,1,327,120.7563,23.7411,2018/3/16 下午 03:52:05,22,50,540023
abc-1160,91,0,254,120.7561,23.7411,2018/3/16 下午 03:52:25,21,50,540023
abc-1160,90,0,254,120.7561,23.741,2018/3/16 下午 03:52:35,11,50,540023
abc-1160,90,0,254,120.7561,23.741,2018/3/16 下午 03:53:05,0,50,540023
abc-1160,90,0,132,120.7625,23.7371,2018/3/16 下午 03:55:05,256,60,540023
abc-1160,91,0,132,120.7625,23.7371,2018/3/16 下午 03:55:07,0,60,540023
abc-1160,90,0,132,120.7625,23.7371,2018/3/16 下午 03:55:35,0,60,540023
abc-1160,90,0,132,120.7625,23.7371,2018/3/16 下午 03:56:05,0,60,540023
abc-1160,90,0,132,120.7625,23.7371,2018/3/16 下午 03:59:48,0,60,540023
abc-1160,90,0,132,120.7625,23.7371,2018/3/16 下午 04:00:18,0,60,540023
abc-1160,90,0,309,120.751,23.7491,2018/3/16 下午 04:10:45,0,60,540023
abc-1160,90,0,307,120.7511,23.749,2018/3/16 下午 04:22:46,135,60,540023
abc-1160,90,2,153,120.7459,23.7534,2018/3/16 下午 05:23:20,0,60,540023
abc-1160,90,0,134,120.7501,23.7497,2018/3/16 下午 05:24:21,285,60,540023
