車牌,狀態代碼,行車速度,車頭方向,東經,北緯,日期時間,累積里程數,路段速限,局號
4388-UY,78,0,327,121.5166,25.1098,2018/3/12 下午 02:04:39,10,50,100600
4490-UW,78,0,199,121.4657,25.1244,2018/3/12 下午 02:05:37,0,70,100600
3663-QH,78,0,87,121.5071,25.1423,2018/3/12 下午 02:07:16,0,50,100600
ANN-5972,78,0,31,121.502,25.1266,2018/3/12 下午 02:07:57,0,50,100600
4412-UY,78,0,10,121.5004,25.1313,2018/3/12 下午 02:08:18,,50,100600
5473-YD,78,0,95,121.517,25.1171,2018/3/12 下午 02:09:14,0,50,100600
5473-YD,78,0,95,121.517,25.1171,2018/3/12 下午 02:09:18,,50,100600
4388-UY,78,0,236,121.5133,25.1116,2018/3/12 下午 02:09:44,,50,100600
4490-UW,78,0,64,121.4673,25.1264,2018/3/12 下午 02:10:18,0,50,100600
4412-UY,78,0,253,121.4968,25.1317,2018/3/12 下午 02:12:08,0,50,100600
4490-UW,78,0,311,121.4671,25.1268,2018/3/12 下午 02:13:03,0,50,100600
0003-QH,78,0,153,121.5027,25.1362,2018/3/12 下午 02:13:12,37,50,100600
4388-UY,78,0,226,121.5173,25.1069,2018/3/12 下午 02:13:24,0,50,100600
3663-QH,78,0,328,121.4985,25.144,2018/3/12 下午 02:14:03,15,50,100600
3670-QH,78,0,96,121.5028,25.1338,2018/3/12 下午 02:15:34,,50,100600
5473-YD,78,0,201,121.517,25.1138,2018/3/12 下午 02:16:00,20,50,100600
0005-QH,78,0,340,121.5027,25.136,2018/3/12 下午 02:16:47,30,50,100600
4412-UY,78,0,340,121.4968,25.1305,2018/3/12 下午 02:17:05,0,50,100600
5473-YD,78,0,102,121.5216,25.1139,2018/3/12 下午 02:19:36,11,50,100600
3663-QH,78,0,31,121.4984,25.1458,2018/3/12 下午 02:19:49,,50,100600
0003-QH,78,0,150,121.5028,25.1361,2018/3/12 下午 02:20:15,,50,100600
4490-UW,78,0,147,121.4679,25.1276,2018/3/12 下午 02:20:35,0,50,100600
8315-EW,78,0,337,121.5029,25.136,2018/3/12 下午 02:21:15,,50,100600
4388-UY,78,0,332,121.5192,25.1041,2018/3/12 下午 02:21:58,,50,100600
5470-YD,78,0,336,121.5207,25.1076,2018/3/12 下午 02:22:10,0,50,100600
ANN-5972,78,0,148,121.503,25.1368,2018/3/12 下午 02:24:05,122,50,100600
4412-UY,78,0,333,121.499,25.1308,2018/3/12 下午 02:24:51,0,50,100600
4388-UY,78,0,222,121.5147,25.106,2018/3/12 下午 02:26:14,10,50,100600
3663-QH,78,0,154,121.4943,25.1497,2018/3/12 下午 02:26:16,0,50,100600
0768-QH,78,0,335,121.4962,25.1317,2018/3/12 下午 02:28:28,0,50,100600
1460-QH,78,0,339,121.4961,25.1318,2018/3/12 下午 02:28:37,10,50,100600
5473-YD,78,0,91,121.5233,25.1153,2018/3/12 下午 02:28:52,0,50,100600
3663-QH,78,0,109,121.4963,25.1448,2018/3/12 下午 02:29:04,,50,100600
8315-EW,78,0,141,121.5028,25.1362,2018/3/12 下午 02:29:19,15,50,100600
4412-UY,78,0,190,121.5003,25.1269,2018/3/12 下午 02:29:24,0,50,100600
4388-UY,78,0,38,121.514,25.1084,2018/3/12 下午 02:30:11,15,50,100600
5471-YD,78,0,175,121.4712,25.1247,2018/3/12 下午 02:31:36,0,50,100600
3670-QH,78,0,312,121.4991,25.1349,2018/3/12 下午 02:32:43,,50,100600
3663-QH,78,0,158,121.5001,25.1388,2018/3/12 下午 02:34:32,0,50,100600
4388-UY,78,0,59,121.5115,25.1137,2018/3/12 下午 02:34:51,0,50,100600
8315-EW,78,0,303,121.5009,25.1336,2018/3/12 下午 02:34:54,0,50,100600
4412-UY,78,0,80,121.4999,25.1261,2018/3/12 下午 02:35:45,,50,100600
0005-QH,78,0,278,121.5065,25.1175,2018/3/12 下午 02:37:46,11,50,100600
4388-UY,78,0,41,121.5183,25.1078,2018/3/12 下午 02:37:55,,50,100600
4388-UY,78,0,41,121.5183,25.1078,2018/3/12 下午 02:37:57,0,50,100600
4490-UW,78,0,106,121.4982,25.1385,2018/3/12 下午 02:38:17,0,50,100600
4412-UY,78,0,355,121.4994,25.1265,2018/3/12 下午 02:38:35,,50,100600
4412-UY,78,0,355,121.4994,25.1265,2018/3/12 下午 02:38:38,,50,100600
1460-QH,78,0,149,121.5028,25.1372,2018/3/12 下午 02:38:43,,50,100600
5473-YD,78,0,30,121.5238,25.1158,2018/3/12 下午 02:39:29,,50,100600
5472-YD,78,0,147,121.5027,25.1361,2018/3/12 下午 02:40:45,20,50,100600
0768-QH,78,0,64,121.5024,25.1362,2018/3/12 下午 02:41:03,52,50,100600
8315-EW,78,0,297,121.5008,25.1338,2018/3/12 下午 02:41:14,,50,100600
4412-UY,78,0,189,121.5002,25.124,2018/3/12 下午 02:43:18,,50,100600
4412-UY,78,0,189,121.5002,25.124,2018/3/12 下午 02:43:20,0,50,100600
4490-UW,78,0,27,121.4981,25.139,2018/3/12 下午 02:43:28,0,50,100600
3663-QH,78,0,229,121.508,25.1254,2018/3/12 下午 02:44:41,,50,100600
4412-UY,78,0,3,121.5003,25.124,2018/3/12 下午 02:45:34,0,50,100600
0005-QH,78,0,349,121.5092,25.1146,2018/3/12 下午 02:45:45,0,50,100600
4490-UW,78,0,170,121.4979,25.138,2018/3/12 下午 02:47:19,0,50,100600
4388-UY,78,0,49,121.5199,25.1097,2018/3/12 下午 02:47:31,0,50,100600
AQX-7631,78,0,358,121.546,25.1512,2018/3/12 下午 02:48:11,0,50,100600
5473-YD,78,0,279,121.5197,25.1198,2018/3/12 下午 02:49:56,0,50,100600
4388-UY,78,0,281,121.5183,25.1139,2018/3/12 下午 02:50:14,15,50,100600
4412-UY,78,0,181,121.5,25.1226,2018/3/12 下午 02:50:57,,50,100600
3663-QH,78,0,318,121.5033,25.1327,2018/3/12 下午 02:51:06,15,50,100600
4490-UW,78,0,104,121.4982,25.1386,2018/3/12 下午 02:52:47,,50,100600
5470-YD,78,0,118,121.5028,25.1363,2018/3/12 下午 02:53:52,34,50,100600
8315-EW,78,0,61,121.4983,25.1355,2018/3/12 下午 02:54:51,10,50,100600
4412-UY,78,0,205,121.4984,25.115,2018/3/12 下午 02:56:58,0,50,100600
5473-YD,78,0,327,121.5228,25.1208,2018/3/12 下午 02:57:29,10,50,100600
8315-EW,78,0,303,121.4978,25.1357,2018/3/12 下午 02:59:51,10,50,100600
AQX-7631,78,0,358,121.5459,25.1513,2018/3/12 下午 03:00:02,15,50,100600
0003-QH,78,0,307,121.5198,25.1196,2018/3/12 下午 03:00:14,22,50,100600
4388-UY,78,0,173,121.5142,25.1205,2018/3/12 下午 03:00:54,,50,100600
4490-UW,78,0,219,121.4997,25.1418,2018/3/12 下午 03:01:23,0,50,100600
5471-YD,78,0,125,121.503,25.1359,2018/3/12 下午 03:01:34,,50,100600
5473-YD,78,0,22,121.5221,25.1216,2018/3/12 下午 03:02:34,0,50,100600
4388-UY,78,0,268,121.5135,25.1207,2018/3/12 下午 03:03:06,10,50,100600
8315-EW,78,0,299,121.497,25.1361,2018/3/12 下午 03:04:42,0,50,100600
0005-QH,78,0,244,121.515,25.1101,2018/3/12 下午 03:06:08,,50,100600
4412-UY,78,0,327,121.5072,25.1146,2018/3/12 下午 03:06:21,0,70,100600
4490-UW,78,0,341,121.5031,25.1364,2018/3/12 下午 03:07:05,44,50,100600
4388-UY,78,0,347,121.5023,25.1193,2018/3/12 下午 03:08:07,0,70,100600
4490-UW,78,0,354,121.5025,25.1354,2018/3/12 下午 03:09:48,30,50,100600
5473-YD,78,0,16,121.522,25.1238,2018/3/12 下午 03:10:14,,50,100600
AQX-7631,78,0,262,121.5428,25.1517,2018/3/12 下午 03:10:16,,50,100600
AQX-7631,78,0,262,121.5428,25.1517,2018/3/12 下午 03:10:18,60,50,100600
4388-UY,78,0,347,121.5024,25.1192,2018/3/12 下午 03:10:47,15,70,100600
4412-UY,78,0,84,121.5091,25.1187,2018/3/12 下午 03:12:16,0,50,100600
0005-QH,78,0,98,121.5176,25.1054,2018/3/12 下午 03:12:53,,50,100600
4412-UY,78,0,297,121.5045,25.1204,2018/3/12 下午 03:14:53,0,50,100600
5473-YD,78,0,115,121.5225,25.1238,2018/3/12 下午 03:16:28,15,50,100600
4388-UY,78,0,188,121.503,25.1358,2018/3/12 下午 03:19:23,,50,100600
AQX-7631,78,0,262,121.5428,25.1517,2018/3/12 下午 03:20:44,0,50,100600
4388-UY,78,0,188,121.503,25.1361,2018/3/12 下午 03:21:47,0,50,100600
AQX-7631,78,0,262,121.5428,25.1517,2018/3/12 下午 03:23:23,,50,100600
4412-UY,78,0,250,121.5015,25.1293,2018/3/12 下午 03:24:40,11,50,100600
4412-UY,78,0,79,121.5029,25.136,2018/3/12 下午 03:29:01,0,50,100600
5473-YD,78,0,61,121.525,25.1211,2018/3/12 下午 03:29:27,10,50,100600
0005-QH,78,0,7,121.5011,25.1285,2018/3/12 下午 03:31:24,,50,100600
8315-EW,78,0,357,121.5029,25.136,2018/3/12 下午 03:33:26,10,50,100600
5473-YD,78,0,157,121.5307,25.1283,2018/3/12 下午 03:46:21,,50,100600
0006-QH,78,0,0,121.6773,25.0717,2018/3/12 下午 03:50:55,12,70,100600
3670-QH,78,0,61,121.5028,25.1362,2018/3/12 下午 03:51:27,,50,100600
3670-QH,78,0,61,121.5028,25.1362,2018/3/12 下午 03:51:29,30,50,100600
5470-YD,78,0,324,121.5029,25.1359,2018/3/12 下午 03:51:31,39,50,100600
4412-UY,78,0,145,121.5028,25.136,2018/3/12 下午 03:52:09,0,50,100600
5471-YD,78,0,7,121.5028,25.1361,2018/3/12 下午 03:52:22,15,50,100600
5472-YD,78,0,158,121.503,25.136,2018/3/12 下午 03:54:32,15,50,100600
3663-QH,78,0,152,121.5029,25.1362,2018/3/12 下午 04:00:00,,50,100600
3670-QH,78,0,343,121.5021,25.1193,2018/3/12 下午 04:06:22,,70,100600
0006-QH,78,0,136,121.6274,25.0485,2018/3/12 下午 04:10:56,,90,100600
5473-YD,78,0,313,121.503,25.1359,2018/3/12 下午 04:16:16,,50,100600
5472-YD,78,0,291,121.5102,25.1419,2018/3/12 下午 04:16:21,0,50,100600
8315-EW,78,0,357,121.5029,25.1362,2018/3/12 下午 04:16:44,,50,100600
8315-EW,78,0,146,121.5028,25.1362,2018/3/12 下午 04:20:43,,50,100600
4412-UY,78,0,323,121.5029,25.136,2018/3/12 下午 04:20:51,,50,100600
5473-YD,78,0,133,121.503,25.136,2018/3/12 下午 04:25:15,,50,100600
8315-EW,78,0,323,121.503,25.1362,2018/3/12 下午 04:27:28,,50,100600
4412-UY,78,0,161,121.5028,25.1361,2018/3/12 下午 04:28:43,15,50,100600
5470-YD,78,0,186,121.5206,25.116,2018/3/12 下午 04:31:40,0,50,100600
5473-YD,78,0,13,121.5026,25.1364,2018/3/12 下午 04:34:32,39,50,100600
4412-UY,78,0,306,121.4976,25.1358,2018/3/12 下午 04:37:49,,50,100600
3663-QH,78,0,313,121.503,25.1361,2018/3/12 下午 04:38:44,15,50,100600
4388-UY,78,0,63,121.503,25.1362,2018/3/12 下午 04:39:49,11,50,100600
5473-YD,78,0,64,121.4967,25.137,2018/3/12 下午 04:42:01,0,50,100600
5473-YD,78,0,37,121.4976,25.1376,2018/3/12 下午 04:42:37,0,50,100600
3663-QH,78,0,200,121.5022,25.1341,2018/3/12 下午 04:44:11,10,50,100600
0003-QH,78,0,186,121.503,25.136,2018/3/12 下午 04:45:29,11,50,100600
8315-EW,78,0,70,121.5124,25.113,2018/3/12 下午 04:47:47,,50,100600
5473-YD,78,0,37,121.4977,25.1376,2018/3/12 下午 04:48:06,0,50,100600
4388-UY,78,0,63,121.503,25.1361,2018/3/12 下午 04:50:18,,50,100600
3663-QH,78,0,165,121.5018,25.1313,2018/3/12 下午 04:50:20,11,50,100600
5473-YD,78,0,160,121.4982,25.1378,2018/3/12 下午 04:52:05,,50,100600
4412-UY,78,0,286,121.5101,25.1378,2018/3/12 下午 04:53:36,,50,100600
3663-QH,78,0,168,121.4986,25.1297,2018/3/12 下午 04:55:27,,50,100600
3663-QH,78,0,168,121.4986,25.1297,2018/3/12 下午 04:55:29,0,50,100600
5471-YD,78,0,294,121.4669,25.1207,2018/3/12 下午 04:56:25,,50,100600
8315-EW,78,0,322,121.5133,25.1114,2018/3/12 下午 04:56:25,11,50,100600
5471-YD,78,0,294,121.4669,25.1207,2018/3/12 下午 04:56:27,10,50,100600
3670-QH,78,0,226,121.5076,25.1252,2018/3/12 下午 04:57:26,,50,100600
5473-YD,78,0,42,121.494,25.137,2018/3/12 下午 04:57:48,11,50,100600
0003-QH,78,0,182,121.5132,25.1202,2018/3/12 下午 04:57:51,0,50,100600
0005-QH,78,0,326,121.5026,25.1361,2018/3/12 下午 04:58:03,10,50,100600
4412-UY,78,0,47,121.5039,25.1395,2018/3/12 下午 05:00:26,0,50,100600
8315-EW,78,0,148,121.5157,25.1122,2018/3/12 下午 05:01:41,15,50,100600
5473-YD,78,0,1,121.4885,25.1397,2018/3/12 下午 05:04:48,0,50,100600
4412-UY,78,0,340,121.5016,25.1405,2018/3/12 下午 05:06:14,0,50,100600
3663-QH,78,0,330,121.4997,25.1246,2018/3/12 下午 05:07:02,0,50,100600
3663-QH,78,0,200,121.4997,25.1246,2018/3/12 下午 05:07:19,,50,100600
8315-EW,78,0,193,121.5167,25.1089,2018/3/12 下午 05:07:55,12,50,100600
4412-UY,78,0,45,121.5003,25.1432,2018/3/12 下午 05:10:53,0,50,100600
8315-EW,78,0,309,121.5155,25.1091,2018/3/12 下午 05:12:20,,50,100600
5473-YD,78,0,321,121.4672,25.1284,2018/3/12 下午 05:14:29,15,50,100600
5473-YD,78,0,200,121.4653,25.1251,2018/3/12 下午 05:16:22,,50,100600
4412-UY,78,0,93,121.4989,25.143,2018/3/12 下午 05:18:12,,50,100600
0003-QH,78,0,173,121.5131,25.1201,2018/3/12 下午 05:18:57,,50,100600
5470-YD,78,0,157,121.5029,25.1361,2018/3/12 下午 05:23:15,0,50,100600
0005-QH,78,0,75,121.5066,25.1176,2018/3/12 下午 05:23:21,,50,100600
3670-QH,78,0,226,121.5078,25.1252,2018/3/12 下午 05:23:53,,50,100600
4412-UY,78,0,125,121.4955,25.1442,2018/3/12 下午 05:24:25,,50,100600
5473-YD,78,0,21,121.469,25.1249,2018/3/12 下午 05:25:03,10,50,100600
8315-EW,78,0,314,121.5188,25.1045,2018/3/12 下午 05:25:07,11,50,100600
5472-YD,78,0,281,121.5012,25.1286,2018/3/12 下午 05:26:56,15,50,100600
3670-QH,78,0,154,121.5029,25.1358,2018/3/12 下午 05:30:04,,50,100600
0005-QH,78,0,107,121.5094,25.1145,2018/3/12 下午 05:30:16,,50,100600
4412-UY,78,0,107,121.4962,25.1449,2018/3/12 下午 05:31:41,,50,100600
0003-QH,78,0,272,121.5197,25.1197,2018/3/12 下午 05:32:15,,50,100600
8315-EW,78,0,48,121.5198,25.1099,2018/3/12 下午 05:32:44,,50,100600
8315-EW,78,0,48,121.5198,25.1099,2018/3/12 下午 05:32:46,24,50,100600
5472-YD,78,0,121,121.5029,25.1364,2018/3/12 下午 05:34:21,33,50,100600
3663-QH,78,0,306,121.5063,25.1291,2018/3/12 下午 05:35:42,,50,100600
3670-QH,78,0,351,121.5028,25.1363,2018/3/12 下午 05:36:11,0,50,100600
8315-EW,78,0,284,121.5205,25.1114,2018/3/12 下午 05:38:33,,50,100600
5473-YD,78,0,196,121.4667,25.1211,2018/3/12 下午 05:38:37,0,50,100600
5471-YD,78,0,17,121.4664,25.1216,2018/3/12 下午 05:39:15,40,50,100600
4412-UY,78,0,200,121.5001,25.1389,2018/3/12 下午 05:41:41,,50,100600
0005-QH,78,0,115,121.5151,25.11,2018/3/12 下午 05:42:43,15,50,100600
8315-EW,78,0,303,121.5201,25.1127,2018/3/12 下午 05:45:00,15,50,100600
4412-UY,78,0,74,121.5122,25.1411,2018/3/12 下午 05:48:40,0,50,100600
0003-QH,78,0,198,121.5223,25.113,2018/3/12 下午 05:49:51,,50,100600
8315-EW,78,0,98,121.5192,25.1136,2018/3/12 下午 05:50:01,0,50,100600
0005-QH,78,0,43,121.5176,25.1055,2018/3/12 下午 05:50:49,,50,100600
7816-QK,78,0,69,121.5029,25.1359,2018/3/12 下午 05:55:17,,50,100600
8315-EW,78,0,281,121.5179,25.1131,2018/3/12 下午 05:56:47,,50,100600
5473-YD,78,0,184,121.4886,25.1421,2018/3/12 下午 05:58:30,93,50,100600
4388-UY,78,0,312,121.5049,25.1298,2018/3/12 下午 05:59:24,,50,100600
3663-QH,78,0,150,121.5028,25.1327,2018/3/12 下午 06:01:38,,50,100600
3663-QH,78,0,136,121.5028,25.1327,2018/3/12 下午 06:01:47,,50,100600
3663-QH,78,0,80,121.5028,25.1327,2018/3/12 下午 06:02:18,11,50,100600
5473-YD,78,0,37,121.4909,25.1433,2018/3/12 下午 06:04:43,,50,100600
8315-EW,78,0,47,121.5163,25.1143,2018/3/12 下午 06:06:08,,50,100600
3663-QH,78,0,297,121.5021,25.1335,2018/3/12 下午 06:07:30,0,50,100600
3663-QH,78,0,297,121.5021,25.1335,2018/3/12 下午 06:07:52,0,50,100600
8315-EW,78,0,59,121.5123,25.113,2018/3/12 下午 06:10:15,0,50,100600
5471-YD,78,0,143,121.503,25.1361,2018/3/12 下午 06:11:00,,50,100600
4388-UY,78,0,312,121.5048,25.1297,2018/3/12 下午 06:13:21,,50,100600
5473-YD,78,0,205,121.4941,25.1372,2018/3/12 下午 06:13:29,0,50,100600
4412-UY,78,0,21,121.5039,25.1325,2018/3/12 下午 06:23:27,11,50,100600
3663-QH,78,0,329,121.5028,25.1361,2018/3/12 下午 06:27:17,0,50,100600
0003-QH,78,0,4,121.5029,25.136,2018/3/12 下午 06:27:35,11,50,100600
8315-EW,78,0,320,121.5029,25.136,2018/3/12 下午 06:27:53,0,50,100600
0005-QH,78,0,16,121.5028,25.136,2018/3/12 下午 06:45:39,,50,100600
5470-YD,78,0,333,121.503,25.1359,2018/3/12 下午 06:53:32,45,50,100600
8315-EW,78,0,320,121.503,25.136,2018/3/12 下午 08:08:06,,50,100600
5473-YD,78,0,328,121.5029,25.136,2018/3/12 下午 08:10:13,15,50,100600
8315-EW,78,0,143,121.5028,25.1361,2018/3/12 下午 08:11:13,30,50,100600
5473-YD,78,0,137,121.5028,25.136,2018/3/12 下午 08:11:45,10,50,100600
4412-UY,78,0,342,121.5028,25.1362,2018/3/12 下午 08:15:24,,50,100600
5473-YD,78,0,272,121.5027,25.1362,2018/3/12 下午 08:19:09,11,50,100600
3663-QH,78,0,329,121.5029,25.1361,2018/3/12 下午 08:21:41,10,50,100600
4412-UY,78,0,290,121.4976,25.1359,2018/3/12 下午 08:21:58,,50,100600
3663-QH,78,0,162,121.5028,25.1361,2018/3/12 下午 08:26:27,,50,100600
3663-QH,78,0,162,121.5028,25.1361,2018/3/12 下午 08:26:39,,50,100600
4388-UY,78,0,146,121.5028,25.1362,2018/3/12 下午 08:27:13,,50,100600
5473-YD,78,0,104,121.4985,25.1385,2018/3/12 下午 08:27:56,20,50,100600
8315-EW,78,0,105,121.5119,25.1127,2018/3/12 下午 08:29:57,0,50,100600
4412-UY,78,0,84,121.5027,25.1344,2018/3/12 下午 08:30:43,0,50,100600
8315-EW,78,0,45,121.5152,25.114,2018/3/12 下午 08:34:23,0,50,100600
3663-QH,78,0,202,121.5024,25.135,2018/3/12 下午 08:34:46,11,50,100600
4412-UY,78,0,19,121.5036,25.1338,2018/3/12 下午 08:34:55,15,50,100600
5473-YD,78,0,186,121.4885,25.1422,2018/3/12 下午 08:35:03,,50,100600
4412-UY,78,0,10,121.5042,25.1356,2018/3/12 下午 08:38:00,,50,100600
4412-UY,78,0,47,121.5042,25.1356,2018/3/12 下午 08:38:20,,50,100600
3663-QH,78,0,190,121.5013,25.1323,2018/3/12 下午 08:38:28,0,50,100600
5473-YD,78,0,246,121.4835,25.1374,2018/3/12 下午 08:40:29,,50,100600
8315-EW,78,0,225,121.5155,25.1132,2018/3/12 下午 08:40:53,,50,100600
5473-YD,78,0,249,121.4661,25.1269,2018/3/12 下午 08:47:44,,50,100600
4412-UY,78,0,140,121.508,25.1413,2018/3/12 下午 08:47:52,0,50,100600
8315-EW,78,0,153,121.5134,25.1111,2018/3/12 下午 08:48:19,,50,100600
5473-YD,78,0,249,121.4661,25.127,2018/3/12 下午 08:49:35,0,50,100600
3663-QH,78,0,102,121.4992,25.1309,2018/3/12 下午 08:49:37,,50,100600
4412-UY,78,0,163,121.507,25.1403,2018/3/12 下午 08:51:01,10,50,100600
8315-EW,78,0,157,121.515,25.1101,2018/3/12 下午 08:54:05,10,50,100600
5473-YD,78,0,217,121.4665,25.1302,2018/3/12 下午 08:57:55,0,50,100600
8315-EW,78,0,327,121.5192,25.1041,2018/3/12 下午 09:02:23,0,50,100600
4412-UY,78,0,118,121.5018,25.1418,2018/3/12 下午 09:02:59,0,50,100600
5473-YD,78,0,213,121.4677,25.1229,2018/3/12 下午 09:04:23,11,70,100600
8315-EW,78,0,57,121.5192,25.1056,2018/3/12 下午 09:06:44,11,50,100600
5473-YD,78,0,109,121.4686,25.1217,2018/3/12 下午 09:07:16,15,50,100600
5473-YD,78,0,189,121.4677,25.1212,2018/3/12 下午 09:09:21,10,50,100600
8315-EW,78,0,225,121.5197,25.1066,2018/3/12 下午 09:10:11,0,50,100600
5473-YD,78,0,280,121.468,25.1194,2018/3/12 下午 09:13:15,0,50,100600
8315-EW,78,0,50,121.5199,25.1098,2018/3/12 下午 09:13:44,,50,100600
8315-EW,78,0,277,121.5197,25.1135,2018/3/12 下午 09:16:28,10,50,100600
4412-UY,78,0,196,121.4953,25.1454,2018/3/12 下午 09:18:59,0,50,100600
8315-EW,78,0,94,121.5191,25.1136,2018/3/12 下午 09:20:32,0,50,100600
3663-QH,78,0,23,121.505,25.1235,2018/3/12 下午 09:21:07,,50,100600
4412-UY,78,0,173,121.5001,25.1388,2018/3/12 下午 09:26:05,,50,100600
5473-YD,78,0,8,121.4729,25.1287,2018/3/12 下午 09:28:10,,50,100600
3663-QH,78,0,163,121.5141,25.1304,2018/3/12 下午 09:31:05,0,50,100600
3663-QH,78,0,328,121.5142,25.1301,2018/3/12 下午 09:31:30,0,50,100600
8315-EW,78,0,327,121.5022,25.1194,2018/3/12 下午 09:34:04,10,70,100600
5473-YD,78,0,61,121.4696,25.1286,2018/3/12 下午 09:34:24,0,50,100600
5473-YD,78,0,310,121.5028,25.136,2018/3/12 下午 09:46:53,30,50,100600
4388-UY,78,0,330,121.5029,25.1361,2018/3/12 下午 09:47:55,0,50,100600
8315-EW,78,0,5,121.5029,25.1366,2018/3/12 下午 09:48:47,56,50,100600
