車牌,狀態代碼,行車速度,車頭方向,東經,北緯,日期時間,累積里程數,路段速限,局號
5712-YD,78,0,311,120.3912,23.6163,2018/3/12 上午 10:04:57,0,60,600051
5712-YD,78,0,257,120.3907,23.5997,2018/3/12 上午 10:15:58,0,60,600051
5712-YD,78,0,87,120.3869,23.5905,2018/3/12 上午 10:25:31,11,50,600051
5712-YD,78,0,333,120.3749,23.5858,2018/3/12 上午 10:38:48,,50,600051
6509-VA,78,0,190,120.4943,23.5706,2018/3/12 上午 10:45:22,,50,600051
6509-VA,78,0,13,120.4886,23.5689,2018/3/12 上午 10:49:06,0,50,600051
5712-YD,78,0,147,120.3828,23.5851,2018/3/12 上午 10:50:49,11,60,600051
6509-VA,78,0,360,120.4928,23.579,2018/3/12 上午 10:53:59,,60,600051
6509-VA,78,0,360,120.4928,23.579,2018/3/12 上午 10:54:02,0,60,600051
5712-YD,78,0,350,120.3847,23.5841,2018/3/12 上午 11:00:16,0,50,600051
6509-VA,78,0,23,120.5033,23.5815,2018/3/12 上午 11:02:36,,50,600051
6509-VA,78,0,109,120.5039,23.5825,2018/3/12 上午 11:05:36,0,50,600051
5712-YD,78,0,337,120.3951,23.5778,2018/3/12 上午 11:09:31,0,50,600051
6509-VA,78,0,186,120.5221,23.5973,2018/3/12 上午 11:13:38,,50,600051
6509-VA,78,0,186,120.5221,23.5973,2018/3/12 上午 11:13:40,11,50,600051
6509-VA,78,0,260,120.5214,23.5961,2018/3/12 上午 11:19:23,30,100,600051
5712-YD,78,0,198,120.4083,23.5625,2018/3/12 上午 11:19:44,0,50,600051
6509-VA,78,0,195,120.4914,23.6044,2018/3/12 上午 11:28:00,0,60,600051
5712-YD,78,0,30,120.403,23.5887,2018/3/12 上午 11:28:58,0,60,600051
6509-VA,78,0,3,120.488,23.608,2018/3/12 上午 11:32:42,0,50,600051
5712-YD,78,0,62,120.4147,23.5911,2018/3/12 上午 11:33:56,11,50,600051
6509-VA,78,0,94,120.4849,23.606,2018/3/12 上午 11:39:05,10,50,600051
5712-YD,78,0,4,120.4399,23.5903,2018/3/12 上午 11:47:38,,50,600051
6509-VA,78,0,226,120.4601,23.5989,2018/3/12 上午 11:49:42,,50,600051
6509-VA,78,0,11,120.4584,23.5971,2018/3/12 上午 11:55:38,0,60,600051
6509-VA,78,0,222,120.4642,23.6057,2018/3/12 上午 11:59:58,0,60,600051
6509-VA,78,0,227,120.4638,23.6053,2018/3/12 下午 12:01:18,,60,600051
6509-VA,78,0,290,120.4635,23.6054,2018/3/12 下午 12:03:45,0,60,600051
5712-YD,78,0,19,120.4566,23.602,2018/3/12 下午 01:00:56,11,50,600051
5712-YD,78,0,236,120.4475,23.5233,2018/3/12 下午 01:21:21,11,50,600051
5712-YD,78,0,222,120.4283,23.4719,2018/3/12 下午 02:02:38,,50,600051
5712-YD,78,0,344,120.4473,23.5233,2018/3/12 下午 02:27:53,,50,600051
5712-YD,78,0,96,120.4566,23.6021,2018/3/12 下午 02:50:42,0,50,600051
1473-QH,78,0,315,120.4568,23.6021,2018/3/12 下午 03:05:39,,50,600051
1473-QH,78,0,167,120.494,23.5706,2018/3/12 下午 03:19:15,0,50,600051
1473-QH,78,0,167,120.494,23.5706,2018/3/12 下午 03:19:17,0,50,600051
1473-QH,78,0,181,120.4944,23.5706,2018/3/12 下午 03:39:16,0,50,600051
1473-QH,78,0,87,120.4567,23.6021,2018/3/12 下午 03:55:44,,50,600051
1473-QH,78,0,100,120.4567,23.5953,2018/3/12 下午 04:06:44,10,50,600051
5712-YD,78,0,129,120.4567,23.6021,2018/3/12 下午 04:20:40,10,50,600051
5712-YD,78,0,208,120.3939,23.6172,2018/3/12 下午 04:35:23,0,50,600051
5712-YD,78,0,259,120.3818,23.5892,2018/3/12 下午 04:44:26,0,50,600051
5712-YD,78,0,316,120.3828,23.5852,2018/3/12 下午 04:48:11,0,60,600051
5712-YD,78,0,315,120.3951,23.5777,2018/3/12 下午 04:53:03,0,50,600051
5712-YD,78,0,123,120.3955,23.6038,2018/3/12 下午 05:00:42,0,50,600051
1473-QH,78,0,108,120.4568,23.6021,2018/3/12 下午 05:15:04,0,50,600051
1473-QH,78,0,288,120.4564,23.606,2018/3/12 下午 05:37:45,,50,600051
1473-QH,78,0,288,120.4564,23.606,2018/3/12 下午 05:37:47,10,50,600051
5712-YD,78,0,4,120.3957,23.6036,2018/3/12 下午 05:37:58,15,50,600051
1473-QH,78,0,93,120.4567,23.6021,2018/3/12 下午 05:42:52,,50,600051
1473-QH,78,0,93,120.4567,23.6021,2018/3/12 下午 05:42:54,10,50,600051
5712-YD,78,0,71,120.4566,23.6021,2018/3/12 下午 05:54:23,,50,600051
